x,y
0.1234,0.4132187208
0.4132187208,0.9262316165971725
0.9262316165971725,0.26100764642951096
0.26100764642951096,0.7368117418510824
0.7368117418510824,0.740775159879963
0.740775159879963,0.7335443715098529
0.7335443715098529,0.7466458413677791
0.7466458413677791,0.7226134665354448
0.7226134665354448,0.7656931940552165
0.7656931940552165,0.6853352237370556
0.6853352237370556,0.8237862654977218
0.8237862654977218,0.5545205753306481
0.5545205753306481,0.9436450762266498
0.9436450762266498,0.2031439570182272
0.2031439570182272,0.6183681908266788
0.6183681908266788,0.9014778707496004
0.9014778707496004,0.3392752837197625
0.3392752837197625,0.8563201005027539
0.8563201005027539,0.4699974664348422
0.4699974664348422,0.9515614192823454
0.9515614192823454,0.176072527232027
0.176072527232027,0.5541711909151087
0.5541711909151087,0.9437901415258845
0.9437901415258845,0.20265218528654333
0.20265218528654333,0.6172519384652037
0.6172519384652037,0.902482574777901
0.902482574777901,0.33618970814057825
0.33618970814057825,0.8524948392331566
0.8524948392331566,0.48035502335944585
0.48035502335944585,0.9535257660904658
0.9535257660904658,0.1692809296596543
0.1692809296596543,0.5371871046804908
0.5371871046804908,0.9497173955177419
0.9497173955177419,0.1824212891245825
0.1824212891245825,0.5697291723630644
0.5697291723630644,0.936426558432367
0.936426558432367,0.22741170174244066
0.22741170174244066,0.6711572670746428
0.6711572670746428,0.8430938255232003
0.8430938255232003,0.505334914711609
0.505334914711609,0.9548912777767758
0.9548912777767758,0.1645423950379784
0.1645423950379784,0.5251285059434111
0.5251285059434111,0.9525878922821783
0.9525878922821783,0.17252724308157782
0.17252724308157782,0.5453492870792672
0.5453492870792672,0.9471439490565564
0.9471439490565564,0.19123794330045135
0.19123794330045135,0.5908240907489791
0.5908240907489791,0.9234887609413529
0.9234887609413529,0.26991076894128624
0.26991076894128624,0.7527651727680935
0.7527651727680935,0.7109393116036704
0.7109393116036704,0.7850275980530479
0.7850275980530479,0.6446604050897808
0.6446604050897808,0.8750602627011751
0.8750602627011751,0.41763983348844747
0.41763983348844747,0.9290881873537632
0.9290881873537632,0.25167431094862414
0.25167431094862414,0.7194372252403488
0.7194372252403488,0.7710567019630787
0.7710567019630787,0.674337969705833
0.674337969705833,0.8388959602579995
0.8388959602579995,0.5162711974214882
0.5162711974214882,0.9539886478736791
0.9539886478736791,0.16767625503898528
0.16767625503898528,0.5331227470040302
0.5331227470040302,0.9508090154700647
0.9508090154700647,0.17866610460087992
0.17866610460087992,0.5605640956903365
0.5605640956903365,0.9409882029964689
0.9409882029964689,0.21212232640455042
0.21212232640455042,0.6384230200729382
0.6384230200729382,0.8818052379030481
0.8818052379030481,0.3981385843834239
0.3981385843834239,0.9153646426728028
0.9153646426728028,0.2959438560180662
0.2959438560180662,0.7959393641943169
0.7959393641943169,0.6204439901914065
0.6204439901914065,0.8995841967662703
0.8995841967662703,0.3450700342335804
0.3450700342335804,0.8633074158030933
0.8633074158030933,0.4507894965978669
0.4507894965978669,0.9457492066757509
